objects,flights,depth,unique_assets,threaded,changes,views,tick_median_ms,tick_p95_ms,lifecycle_median_ms,lifecycle_p95_ms,collect_seal_median_ms,collect_seal_p95_ms,apply_median_ms,apply_p95_ms,view_median_ms,view_p95_ms,retirement_median_ms,retirement_p95_ms,allocations_7_samples,allocated_bytes_7_samples,gathers_warmup_and_7_samples,matrix_evaluations_warmup_and_7_samples
10000,3,1,true,true,1,1,0.073100,0.113900,0.000400,0.000400,0.000800,0.000800,0.000500,0.000600,0.048900,0.052700,0.000400,0.001900,0,0,11,11
10000,3,1,true,true,1,3,0.068300,0.069500,0.000100,0.000100,0.000400,0.000400,0.000300,0.000400,0.141900,0.142200,0.000100,0.000200,0,0,11,11
10000,3,1,true,true,100,1,0.069700,0.098100,0.000100,0.000400,0.008800,0.010200,0.002000,0.011700,0.047800,0.055200,0.000200,0.000600,0,0,1100,1100
10000,3,1,true,true,100,3,0.069400,0.070500,0.000100,0.000100,0.008600,0.008800,0.001900,0.002000,0.142900,0.174400,0.000200,0.000200,0,0,1100,1100
10000,3,1,true,true,10000,1,0.226200,0.290600,0.000600,0.000800,0.906300,0.980900,0.185600,0.196600,0.053200,0.056900,0.000600,0.001000,0,0,110000,110000
10000,3,1,true,true,10000,3,0.227800,0.266100,0.000700,0.001000,0.894900,1.032900,0.181400,0.220100,0.147600,0.159900,0.000500,0.000900,0,0,110000,110000
10000,3,8,false,false,0,1,0.067500,0.068600,0.000000,0.000100,0.000100,0.000100,0.000000,0.000100,0.046000,0.046100,0.000100,0.000100,0,0,0,0
10000,3,8,false,false,0,3,0.067800,0.068100,0.000100,0.000100,0.000100,0.000100,0.000100,0.000100,0.137600,0.193500,0.000100,0.000100,0,0,0,0
10000,3,8,false,false,1,1,0.067500,0.068700,0.000100,0.000100,0.002800,0.002800,0.000300,0.000300,0.045900,0.046500,0.000100,0.000100,0,0,88,396
10000,3,8,false,false,1,3,0.068700,0.108500,0.000100,0.000400,0.002900,0.019700,0.000300,0.000400,0.137900,0.242200,0.000100,0.000400,0,0,88,396
10000,3,8,false,false,100,1,0.071700,0.072000,0.000100,0.000100,0.032500,0.036800,0.001800,0.001800,0.045700,0.046500,0.000100,0.000100,0,0,1144,5148
10000,3,8,false,false,100,3,0.073700,0.119700,0.000100,0.000100,0.032500,0.060700,0.001800,0.002000,0.137300,0.201100,0.000100,0.000200,0,0,1144,5148
10000,3,8,false,false,10000,1,0.555500,0.663200,0.000200,0.000900,3.354000,3.571200,0.209100,0.232200,0.057000,0.096000,0.000200,0.000200,0,0,110000,495000
10000,3,8,false,false,10000,3,0.547300,0.754400,0.000300,0.001100,3.357600,4.008000,0.191600,0.229600,0.160700,0.185900,0.000200,0.000700,0,0,110000,495000
10000,3,8,false,true,0,1,0.070800,0.096000,0.000400,0.000400,0.000300,0.000300,0.000400,0.000400,0.054000,0.054200,0.000500,0.000500,0,0,0,0
10000,3,8,false,true,0,3,0.068900,0.081200,0.000400,0.000400,0.000300,0.000300,0.000400,0.000400,0.161600,0.175200,0.000500,0.000500,0,0,0,0
10000,3,8,false,true,1,1,0.068000,0.083500,0.000100,0.000400,0.003500,0.004000,0.000400,0.000600,0.054000,0.057500,0.000100,0.000500,0,0,88,396
10000,3,8,false,true,1,3,0.068500,0.083000,0.000100,0.000200,0.003200,0.003300,0.000400,0.000500,0.161700,0.174500,0.000200,0.000200,0,0,88,396
10000,3,8,false,true,100,1,0.073200,0.110400,0.000100,0.000500,0.033800,0.050400,0.002000,0.011100,0.055800,0.084800,0.000200,0.000600,0,0,1144,5148
10000,3,8,false,true,100,3,0.073100,0.080100,0.000100,0.000200,0.033400,0.042400,0.002000,0.011300,0.162700,0.170700,0.000200,0.000200,0,0,1144,5148
10000,3,8,false,true,10000,1,0.563100,0.587600,0.000700,0.000900,3.354000,3.709600,0.210000,0.252500,0.065300,0.102600,0.000600,0.001000,0,0,110000,495000
10000,3,8,false,true,10000,3,0.549300,0.700100,0.000700,0.001200,3.366300,3.544800,0.209500,0.241200,0.169700,0.175800,0.000600,0.001100,0,0,110000,495000
10000,3,8,true,false,0,1,0.068900,0.069100,0.000100,0.000100,0.000100,0.000200,0.000100,0.000100,0.045900,0.046100,0.000100,0.000100,0,0,0,0
10000,3,8,true,false,0,3,0.069100,0.086800,0.000100,0.000100,0.000100,0.000200,0.000100,0.000200,0.137500,0.152200,0.000100,0.000100,0,0,0,0
10000,3,8,true,false,1,1,0.070200,0.109600,0.000100,0.000200,0.002800,0.021100,0.000200,0.000200,0.046700,0.065900,0.000100,0.000200,0,0,88,396
10000,3,8,true,false,1,3,0.070100,0.086800,0.000100,0.000100,0.002800,0.003600,0.000200,0.000300,0.138000,0.169600,0.000100,0.000100,0,0,88,396
10000,3,8,true,false,100,1,0.073700,0.102400,0.000100,0.000100,0.032600,0.032700,0.001700,0.001800,0.045500,0.045700,0.000100,0.000100,0,0,1144,5148
10000,3,8,true,false,100,3,0.076700,0.086800,0.000100,0.000100,0.032700,0.048600,0.001700,0.001800,0.137200,0.185700,0.000100,0.000200,0,0,1144,5148
10000,3,8,true,false,10000,1,0.539900,0.778000,0.000200,0.000800,3.359400,3.527900,0.198300,0.243500,0.057100,0.064800,0.000200,0.000500,0,0,110000,495000
10000,3,8,true,false,10000,3,0.559400,0.864700,0.000300,0.001300,3.366300,3.750300,0.201900,0.275000,0.161700,0.197000,0.000300,0.000500,0,0,110000,495000
10000,3,8,true,true,0,1,0.068300,0.104500,0.000400,0.000900,0.000300,0.000300,0.000400,0.000400,0.046200,0.100100,0.000500,0.000600,0,0,0,0
10000,3,8,true,true,0,3,0.072700,0.073800,0.000400,0.000400,0.000300,0.000400,0.000400,0.000400,0.127300,0.145300,0.000500,0.000600,0,0,0,0
10000,3,8,true,true,1,1,0.073000,0.073200,0.000400,0.000400,0.003500,0.003500,0.000600,0.000700,0.045900,0.046200,0.000500,0.000500,0,0,88,396
10000,3,8,true,true,1,3,0.067700,0.108300,0.000100,0.000100,0.003000,0.003800,0.000400,0.000500,0.123100,0.139600,0.000200,0.000200,0,0,88,396
10000,3,8,true,true,100,1,0.071900,0.102400,0.000100,0.000100,0.034100,0.037500,0.002000,0.002100,0.040700,0.047200,0.000200,0.000400,0,0,1144,5148
10000,3,8,true,true,100,3,0.072000,0.072200,0.000100,0.000100,0.034100,0.034300,0.002000,0.002100,0.123700,0.172500,0.000200,0.000200,0,0,1144,5148
10000,3,8,true,true,10000,1,0.546100,0.598900,0.000700,0.000800,3.350600,3.597900,0.194300,0.247800,0.058200,0.076200,0.000600,0.000700,0,0,110000,495000
10000,3,8,true,true,10000,3,0.584400,0.652400,0.000600,0.001000,3.315800,3.870600,0.192300,0.331700,0.129300,0.196600,0.000600,0.001100,0,0,110000,495000
100000,1,1,false,false,0,1,1.486600,1.517600,0.000200,0.000600,0.000500,0.000800,0.000200,0.000600,1.037700,1.197300,0.000600,0.001000,0,0,0,0
100000,1,1,false,false,0,3,1.533600,1.650800,0.000300,0.001600,0.000600,0.001100,0.000200,0.000500,2.971000,3.159300,0.000800,0.001000,0,0,0,0
100000,1,1,false,false,1,1,1.504900,1.766700,0.000200,0.000700,0.001600,0.002800,0.000300,0.001300,0.996000,1.033200,0.000500,0.000700,0,0,9,9
100000,1,1,false,false,1,3,1.507500,1.685500,0.000500,0.001400,0.002000,0.002800,0.000400,0.000700,2.884300,3.089500,0.000900,0.001300,0,0,9,9
100000,1,1,false,false,1000,1,1.553700,1.647300,0.000200,0.001200,0.092700,0.217700,0.022900,0.037600,0.948200,1.209000,0.000300,0.000500,0,0,9000,9000
100000,1,1,false,false,1000,3,1.566300,1.778100,0.000400,0.001600,0.097500,0.105200,0.022500,0.023700,2.803200,3.115800,0.001100,0.001300,0,0,9000,9000
100000,1,1,false,false,100000,1,3.452300,3.639400,0.000700,0.001200,11.221400,11.488500,2.395200,2.590600,1.132800,1.414900,0.000800,0.001200,0,0,900000,900000
100000,1,1,false,false,100000,3,3.458700,3.609100,0.000800,0.001000,11.069000,11.381900,2.408200,2.718100,3.338100,3.778200,0.000800,0.001200,0,0,900000,900000
100000,1,1,false,true,0,1,1.479400,2.022300,0.000500,0.000800,0.000400,0.001200,0.000500,0.000800,1.074600,1.247300,0.000500,0.000800,0,0,0,0
100000,1,1,false,true,0,3,1.550300,1.667900,0.000900,0.001300,0.000900,0.001400,0.000600,0.000600,2.911200,3.083300,0.001200,0.001700,0,0,0,0
100000,1,1,false,true,1,1,1.498400,1.846900,0.000400,0.001000,0.001400,0.003200,0.000500,0.001400,1.014100,1.388700,0.000400,0.000900,0,0,9,9
100000,1,1,false,true,1,3,1.521800,1.544700,0.000800,0.001400,0.002500,0.003200,0.000700,0.000700,2.799900,3.359800,0.001100,0.006300,0,0,9,9
100000,1,1,false,true,1000,1,1.561600,2.105900,0.000500,0.000900,0.094500,0.158900,0.022500,0.028900,1.049900,1.359000,0.000600,0.000700,0,0,9000,9000
100000,1,1,false,true,1000,3,1.553800,1.942200,0.000800,0.001400,0.099300,0.197300,0.022100,0.070500,2.982500,3.187600,0.001000,0.001700,0,0,9000,9000
100000,1,1,false,true,100000,1,3.588500,3.669400,0.000800,0.000900,11.048700,11.422600,2.447200,2.653500,1.144100,1.490200,0.000800,0.001300,0,0,900000,900000
100000,1,1,false,true,100000,3,3.473400,3.640500,0.000800,0.001400,11.104600,11.252400,2.393600,2.683900,3.213800,3.499700,0.001100,0.001200,0,0,900000,900000
100000,1,1,true,false,0,1,1.564400,1.713500,0.000300,0.000900,0.000300,0.000500,0.000200,0.000800,1.115100,1.286600,0.000400,0.000600,0,0,0,0
100000,1,1,true,false,0,3,1.580500,1.799200,0.000400,0.001700,0.000500,0.001700,0.000300,0.000700,2.955600,3.595800,0.001200,0.012500,0,0,0,0
100000,1,1,true,false,1,1,1.542300,1.712200,0.000300,0.001600,0.001200,0.003300,0.000300,0.000900,0.964100,1.190800,0.000500,0.001200,0,0,9,9
100000,1,1,true,false,1,3,1.768300,2.528500,0.000600,0.001700,0.001900,0.002600,0.000500,0.000800,3.848100,4.822600,0.001100,0.015900,0,0,9,9
100000,1,1,true,false,1000,1,1.870800,2.235300,0.000400,0.000900,0.107500,0.146200,0.024700,0.069500,1.462700,1.718100,0.000700,0.002600,0,0,9000,9000
100000,1,1,true,false,1000,3,1.733600,1.862800,0.000800,0.001500,0.105000,0.189300,0.024300,0.039400,3.714400,4.106300,0.000900,0.001100,0,0,9000,9000
100000,1,1,true,false,100000,1,3.857000,4.543500,0.000900,0.001600,12.003600,14.564600,2.596500,2.900900,1.229600,1.361500,0.001000,0.016600,0,0,900000,900000
100000,1,1,true,false,100000,3,4.198800,4.780500,0.000900,0.001700,12.569200,17.121200,2.753400,2.939400,4.103400,4.747200,0.001100,0.001500,0,0,900000,900000
100000,1,1,true,true,0,1,1.918900,2.185800,0.000900,0.001300,0.000900,0.001400,0.000700,0.002500,1.401400,2.099200,0.000800,0.001500,0,0,0,0
100000,1,1,true,true,0,3,1.868500,2.009800,0.001200,0.001600,0.001600,0.002700,0.000700,0.002100,4.103200,4.878100,0.001800,0.002600,0,0,0,0
100000,1,1,true,true,1,1,1.622800,2.341500,0.000500,0.001300,0.001400,0.002200,0.000600,0.000800,1.178600,1.281900,0.000600,0.001100,0,0,9,9
100000,1,1,true,true,1,3,1.649400,1.799300,0.000800,0.001200,0.002100,0.002900,0.000800,0.001200,3.215500,4.164900,0.001400,0.001500,0,0,9,9
100000,1,1,true,true,1000,1,1.656600,1.782300,0.000600,0.000800,0.099100,0.132700,0.023600,0.031700,1.099800,1.201100,0.000500,0.001200,0,0,9000,9000
100000,1,1,true,true,1000,3,1.931000,3.104900,0.000900,0.001600,0.104400,0.138800,0.027100,0.053600,3.784000,4.468900,0.001300,0.002500,0,0,9000,9000
100000,1,1,true,true,100000,1,3.733000,3.880000,0.001200,0.001500,11.189900,11.746600,2.549000,2.885700,1.130700,1.167700,0.000900,0.002200,0,0,900000,900000
100000,1,1,true,true,100000,3,3.592000,3.821300,0.001300,0.001400,11.316700,11.471000,2.507400,2.644400,3.227900,3.368700,0.001500,0.001900,0,0,900000,900000
100000,1,8,false,false,0,1,1.515700,1.933000,0.000300,0.001400,0.000500,0.001400,0.000200,0.000500,1.090800,1.249700,0.000700,0.001100,0,0,0,0
100000,1,8,false,false,0,3,1.565800,1.946200,0.000400,0.001200,0.000800,0.001300,0.000200,0.001300,2.845500,3.117300,0.000800,0.001300,0,0,0,0
100000,1,8,false,false,1,1,1.507300,1.925600,0.000200,0.000800,0.005800,0.005900,0.000500,0.001000,0.994900,1.216800,0.000700,0.001100,0,0,72,324
100000,1,8,false,false,1,3,1.547600,1.746900,0.000400,0.000800,0.005600,0.006400,0.000600,0.000900,2.817300,3.227400,0.001100,0.016700,0,0,72,324
100000,1,8,false,false,1000,1,1.523300,1.847200,0.000200,0.000700,0.324000,0.383500,0.022200,0.038700,1.057000,1.118100,0.000200,0.000600,0,0,9000,40500
100000,1,8,false,false,1000,3,1.571500,1.669600,0.000400,0.000800,0.338800,0.422800,0.022800,0.039400,2.899500,3.090700,0.000800,0.001400,0,0,9000,40500
100000,1,8,false,false,100000,1,6.767700,7.032400,0.001000,0.001300,35.887300,36.608300,2.402500,2.456100,1.134200,1.154600,0.000700,0.000800,0,0,900000,4050000
100000,1,8,false,false,100000,3,6.785400,6.912600,0.000800,0.001400,36.156000,36.272900,2.428700,2.473300,3.280000,3.523000,0.000800,0.001000,0,0,900000,4050000
100000,1,8,false,true,0,1,1.510200,1.797700,0.000400,0.001200,0.000400,0.000600,0.000400,0.000500,1.060000,1.109400,0.000500,0.001200,0,0,0,0
100000,1,8,false,true,0,3,1.536900,1.709500,0.000900,0.001400,0.000800,0.001400,0.000600,0.006600,2.862800,3.163800,0.001200,0.001800,0,0,0,0
100000,1,8,false,true,1,1,1.507500,1.708500,0.000600,0.000700,0.004900,0.005900,0.000900,0.001000,0.985700,1.134200,0.000500,0.000900,0,0,72,324
100000,1,8,false,true,1,3,1.531700,1.795100,0.000800,0.001500,0.005900,0.006600,0.001000,0.001500,2.835800,3.360600,0.001100,0.001800,0,0,72,324
100000,1,8,false,true,1000,1,1.522800,1.663400,0.000500,0.000700,0.358400,0.395400,0.022000,0.026200,1.026400,1.170000,0.000500,0.000800,0,0,9000,40500
100000,1,8,false,true,1000,3,1.571900,1.631000,0.000800,0.000900,0.336100,0.338200,0.022400,0.023800,2.973700,3.077700,0.001000,0.001600,0,0,9000,40500
100000,1,8,false,true,100000,1,6.547400,6.842500,0.000800,0.000800,35.892100,36.708800,2.394500,2.659100,1.170600,1.271200,0.000800,0.000900,0,0,900000,4050000
100000,1,8,false,true,100000,3,6.730500,7.092500,0.000800,0.001300,35.757700,36.224000,2.386700,2.791700,3.233200,4.092900,0.001000,0.001600,0,0,900000,4050000
100000,1,8,true,false,0,1,1.545700,1.639500,0.000200,0.001100,0.000500,0.000700,0.000200,0.000900,1.033400,1.158800,0.000500,0.000800,0,0,0,0
100000,1,8,true,false,0,3,1.633100,2.044600,0.000400,0.001000,0.000600,0.001100,0.000200,0.000600,2.882900,3.222500,0.000900,0.001400,0,0,0,0
100000,1,8,true,false,1,1,1.529800,1.625300,0.000200,0.000400,0.005900,0.007200,0.000400,0.000600,0.978900,1.066700,0.001100,0.001200,0,0,72,324
100000,1,8,true,false,1,3,1.605200,1.728600,0.000400,0.001600,0.006300,0.009300,0.000600,0.001200,2.874400,3.048100,0.000800,0.000900,0,0,72,324
100000,1,8,true,false,1000,1,1.558100,1.905100,0.000200,0.000900,0.329700,0.417800,0.022000,0.055000,1.012700,1.064800,0.000300,0.000400,0,0,9000,40500
100000,1,8,true,false,1000,3,1.632600,1.758600,0.000700,0.001400,0.362500,0.407400,0.021300,0.035600,2.849100,3.212600,0.000700,0.001500,0,0,9000,40500
100000,1,8,true,false,100000,1,6.847700,7.028200,0.000800,0.001200,35.861200,37.121700,2.524900,2.687500,1.084400,1.136900,0.000800,0.001400,0,0,900000,4050000
100000,1,8,true,false,100000,3,6.551700,6.862100,0.000900,0.001300,36.007000,36.731800,2.479600,2.654200,3.206000,3.394200,0.000900,0.001500,0,0,900000,4050000
100000,1,8,true,true,0,1,1.562500,1.715400,0.000400,0.001000,0.000500,0.000600,0.000400,0.000400,1.038100,1.142900,0.000500,0.000900,0,0,0,0
100000,1,8,true,true,0,3,1.604400,2.018300,0.000900,0.001500,0.001400,0.001700,0.000600,0.001300,2.997500,3.615300,0.001400,0.001600,0,0,0,0
100000,1,8,true,true,1,1,1.545900,1.705800,0.000500,0.000800,0.004700,0.006200,0.000800,0.000800,0.990100,1.110900,0.000500,0.000800,0,0,72,324
100000,1,8,true,true,1,3,1.551100,1.854900,0.000800,0.001600,0.006100,0.006400,0.000900,0.001200,2.845000,4.080700,0.001500,0.001800,0,0,72,324
100000,1,8,true,true,1000,1,1.591500,1.768200,0.000500,0.001200,0.330000,0.335700,0.021700,0.023200,0.987100,1.017000,0.000500,0.001300,0,0,9000,40500
100000,1,8,true,true,1000,3,1.664100,1.719600,0.000900,0.001300,0.372800,0.402700,0.022700,0.024100,2.872500,3.106500,0.001200,0.001500,0,0,9000,40500
100000,1,8,true,true,100000,1,6.658300,6.902300,0.000800,0.001800,36.326900,51.604200,2.507300,4.014900,1.114900,1.244500,0.001100,0.001400,0,0,900000,4050000
100000,1,8,true,true,100000,3,6.742300,7.019500,0.000800,0.000800,36.285000,37.307200,2.464300,2.568000,3.300400,3.623600,0.001100,0.001300,0,0,900000,4050000
100000,2,1,false,false,0,1,1.523000,1.707400,0.000300,0.000800,0.000500,0.000600,0.000200,0.000400,1.050900,1.235600,0.000400,0.000500,0,0,0,0
100000,2,1,false,false,0,3,1.567200,1.708200,0.000400,0.000900,0.000700,0.001600,0.000300,0.001000,2.846900,2.986400,0.000800,0.001300,0,0,0,0
100000,2,1,false,false,1,1,1.548100,1.670100,0.000200,0.000600,0.001500,0.001900,0.000400,0.000600,1.060100,1.532400,0.000600,0.001100,0,0,10,10
100000,2,1,false,false,1,3,1.537100,1.694300,0.000400,0.001500,0.002200,0.004200,0.000400,0.001400,2.913200,3.024800,0.000800,0.001300,0,0,10,10
100000,2,1,false,false,1000,1,1.463900,1.675100,0.000200,0.000900,0.093800,0.161300,0.022800,0.023000,1.017300,1.053600,0.000300,0.000700,0,0,10000,10000
100000,2,1,false,false,1000,3,1.486600,1.690900,0.000400,0.000900,0.097900,0.160500,0.022500,0.052500,3.042700,3.421000,0.000800,0.001300,0,0,10000,10000
100000,2,1,false,false,100000,1,3.523500,3.809900,0.000800,0.001300,10.955700,11.142200,2.408600,2.841400,1.148700,1.391200,0.000700,0.001100,0,0,1000000,1000000
100000,2,1,false,false,100000,3,3.460200,3.883100,0.000800,0.001500,10.998700,11.317400,2.441900,2.573000,3.289600,3.827100,0.000900,0.001500,0,0,1000000,1000000
100000,2,1,false,true,0,1,1.498400,2.004500,0.000500,0.001000,0.000500,0.000800,0.000500,0.000900,1.008000,1.144100,0.000500,0.000700,0,0,0,0
100000,2,1,false,true,0,3,1.519900,1.750300,0.000900,0.001300,0.000900,0.001600,0.000600,0.000700,2.872700,3.014900,0.001200,0.001200,0,0,0,0
100000,2,1,false,true,1,1,1.523200,1.643100,0.000500,0.000600,0.001300,0.001700,0.000600,0.000700,0.955100,1.035400,0.000600,0.000700,0,0,10,10
100000,2,1,false,true,1,3,1.524000,1.644900,0.000900,0.001200,0.002400,0.010400,0.000700,0.000800,2.834300,3.210200,0.001600,0.002400,0,0,10,10
100000,2,1,false,true,1000,1,1.499500,1.820200,0.000500,0.000700,0.094100,0.168100,0.021100,0.023700,1.005500,1.114200,0.000500,0.000600,0,0,10000,10000
100000,2,1,false,true,1000,3,1.596600,1.821100,0.000800,0.001400,0.099200,0.129900,0.021500,0.029500,2.904400,3.092100,0.001200,0.001800,0,0,10000,10000
100000,2,1,false,true,100000,1,3.536700,3.615200,0.000800,0.001300,11.088100,11.301200,2.452100,2.575200,1.116600,1.247300,0.000800,0.001300,0,0,1000000,1000000
100000,2,1,false,true,100000,3,3.488700,4.232900,0.001000,0.001300,11.101800,11.607800,2.424000,2.507100,3.336000,3.883000,0.001100,0.001300,0,0,1000000,1000000
100000,2,1,true,false,0,1,1.515900,2.071700,0.000200,0.001200,0.000400,0.001100,0.000100,0.000600,1.044000,1.328600,0.000600,0.000800,0,0,0,0
100000,2,1,true,false,0,3,1.513900,1.630900,0.000400,0.000900,0.000700,0.001200,0.000200,0.000900,2.835900,3.173100,0.000800,0.001000,0,0,0,0
100000,2,1,true,false,1,1,1.525900,1.671700,0.000200,0.001200,0.001500,0.003700,0.000300,0.000900,0.955600,1.021600,0.000500,0.000700,0,0,10,10
100000,2,1,true,false,1,3,1.540100,1.668600,0.000400,0.000900,0.001700,0.002800,0.000400,0.000600,2.835900,2.997400,0.000800,0.001200,0,0,10,10
100000,2,1,true,false,1000,1,1.532000,2.126000,0.000200,0.000900,0.093300,0.121700,0.022100,0.022700,1.032000,1.121000,0.000200,0.000500,0,0,10000,10000
100000,2,1,true,false,1000,3,1.561800,1.714800,0.000400,0.001200,0.097800,0.102000,0.022200,0.022700,2.848500,3.319000,0.000800,0.001000,0,0,10000,10000
100000,2,1,true,false,100000,1,3.464600,3.762100,0.001300,0.001500,11.123400,11.505100,2.405200,2.608700,1.140300,1.357600,0.000600,0.000800,0,0,1000000,1000000
100000,2,1,true,false,100000,3,3.451800,3.890500,0.000800,0.001400,11.094100,11.428100,2.383700,2.525400,3.316500,3.770900,0.001000,0.001600,0,0,1000000,1000000
100000,2,1,true,true,0,1,1.480900,1.717100,0.000400,0.000600,0.000500,0.000900,0.000500,0.000600,1.030000,1.233800,0.000600,0.000800,0,0,0,0
100000,2,1,true,true,0,3,1.551900,1.700800,0.000900,0.001300,0.001000,0.001700,0.000600,0.001200,2.904900,3.203800,0.001300,0.001900,0,0,0,0
100000,2,1,true,true,1,1,1.522300,1.658000,0.000800,0.001200,0.001400,0.002500,0.000600,0.001100,0.991500,1.014600,0.000500,0.000800,0,0,10,10
100000,2,1,true,true,1,3,1.549500,1.649200,0.000800,0.001100,0.002200,0.017800,0.000700,0.000800,2.880500,3.405800,0.001500,0.002100,0,0,10,10
100000,2,1,true,true,1000,1,1.565100,1.751200,0.000900,0.001600,0.095200,0.112700,0.022200,0.066000,1.026800,1.199000,0.000600,0.000700,0,0,10000,10000
100000,2,1,true,true,1000,3,1.731000,1.854100,0.000800,0.000800,0.100800,0.131700,0.036100,0.038000,3.473700,3.685800,0.001300,0.002100,0,0,10000,10000
100000,2,1,true,true,100000,1,3.666300,4.493100,0.000700,0.000800,11.454500,14.949200,2.567600,3.285500,1.226400,1.470100,0.001200,0.001600,0,0,1000000,1000000
100000,2,1,true,true,100000,3,3.517000,3.730300,0.000800,0.001300,11.027700,11.213400,2.445700,2.553100,3.224500,3.758800,0.001300,0.001900,0,0,1000000,1000000
100000,2,8,false,false,0,1,1.558400,1.781000,0.000200,0.000700,0.000300,0.000400,0.000200,0.000300,1.025700,1.189900,0.000400,0.000500,0,0,0,0
100000,2,8,false,false,0,3,1.657600,1.931400,0.000300,0.000400,0.000700,0.001200,0.000300,0.000400,2.936500,3.145700,0.000800,0.001300,0,0,0,0
100000,2,8,false,false,1,1,1.548400,1.652300,0.000200,0.000800,0.005300,0.006200,0.000500,0.000900,0.975600,1.104200,0.000500,0.000600,0,0,80,360
100000,2,8,false,false,1,3,1.514800,1.695200,0.000400,0.001600,0.006100,0.011300,0.000900,0.001500,2.796200,3.313800,0.000800,0.001300,0,0,80,360
100000,2,8,false,false,1000,1,1.583000,1.965700,0.000200,0.000900,0.329400,0.405800,0.022500,0.024400,1.012800,1.397200,0.000200,0.000600,0,0,10000,45000
100000,2,8,false,false,1000,3,1.661700,1.763600,0.000300,0.000400,0.334800,0.405800,0.023200,0.034900,2.817800,2.923800,0.000500,0.000900,0,0,10000,45000
100000,2,8,false,false,100000,1,6.842800,9.913100,0.000900,0.001700,37.412500,39.990300,2.615000,3.597000,1.271300,1.578100,0.000800,0.001300,0,0,1000000,4500000
100000,2,8,false,false,100000,3,6.632200,7.286600,0.000900,0.001000,36.637500,37.190300,2.463800,2.758800,3.283500,3.365300,0.000800,0.001400,0,0,1000000,4500000
100000,2,8,false,true,0,1,1.491500,1.631600,0.000400,0.001200,0.000500,0.000600,0.000500,0.000500,1.084900,1.221200,0.000500,0.000600,0,0,0,0
100000,2,8,false,true,0,3,1.539800,1.673600,0.001300,0.001500,0.000900,0.001500,0.000600,0.000700,2.959600,3.223900,0.001100,0.002000,0,0,0,0
100000,2,8,false,true,1,1,1.513800,1.647700,0.000600,0.000700,0.005000,0.005600,0.000900,0.001000,1.016100,1.035200,0.000500,0.000600,0,0,80,360
100000,2,8,false,true,1,3,1.591700,2.048100,0.000900,0.001400,0.005800,0.007100,0.001100,0.001300,2.909700,3.473100,0.001100,0.001400,0,0,80,360
100000,2,8,false,true,1000,1,1.599700,1.992100,0.000500,0.000800,0.353900,0.379800,0.033200,0.034500,1.100200,1.263900,0.000500,0.000900,0,0,10000,45000
100000,2,8,false,true,1000,3,1.651400,1.682800,0.000900,0.001400,0.349400,0.411000,0.035700,0.036200,3.042200,3.491900,0.001200,0.001800,0,0,10000,45000
100000,2,8,false,true,100000,1,6.735900,7.033900,0.000800,0.001300,35.886800,36.136200,2.472400,2.607100,1.169400,1.341500,0.000800,0.001200,0,0,1000000,4500000
100000,2,8,false,true,100000,3,6.850300,7.533400,0.000800,0.001300,35.983400,38.552300,2.471800,3.141500,3.236000,4.761500,0.001000,0.001400,0,0,1000000,4500000
100000,2,8,true,false,0,1,1.518900,1.586200,0.000300,0.000600,0.000500,0.000500,0.000200,0.000600,1.047100,1.130700,0.000500,0.001100,0,0,0,0
100000,2,8,true,false,0,3,1.599600,1.803500,0.000500,0.002600,0.000600,0.001500,0.000300,0.001100,3.045200,4.548400,0.000800,0.001800,0,0,0,0
100000,2,8,true,false,1,1,1.565600,1.835300,0.000400,0.000800,0.005300,0.006900,0.000700,0.015200,0.996500,1.311200,0.000500,0.001100,0,0,80,360
100000,2,8,true,false,1,3,1.861100,2.937000,0.000800,0.002000,0.006600,0.009300,0.000900,0.001800,3.638100,5.937100,0.001100,0.002600,0,0,80,360
100000,2,8,true,false,1000,1,2.143900,2.926700,0.001300,0.002300,0.554400,0.953700,0.036900,0.055100,1.748800,1.926000,0.001000,0.001500,0,0,10000,45000
100000,2,8,true,false,1000,3,1.993400,2.895000,0.000900,0.001700,0.389800,0.666100,0.027500,0.039800,4.602100,5.939000,0.001200,0.001700,0,0,10000,45000
100000,2,8,true,false,100000,1,6.869200,7.942200,0.000800,0.001300,36.685700,41.969100,2.449500,2.994200,1.136500,1.538900,0.000800,0.001400,0,0,1000000,4500000
100000,2,8,true,false,100000,3,6.723700,7.941300,0.000900,0.001400,36.216400,37.693400,2.370200,2.702400,3.344700,3.416500,0.000900,0.001200,0,0,1000000,4500000
100000,2,8,true,true,0,1,1.572400,1.733900,0.000400,0.001100,0.000500,0.001200,0.000400,0.000600,1.010500,1.046600,0.000600,0.001000,0,0,0,0
100000,2,8,true,true,0,3,1.628900,2.002400,0.000900,0.001400,0.001400,0.001600,0.000600,0.000700,3.050600,3.568700,0.001400,0.002000,0,0,0,0
100000,2,8,true,true,1,1,1.554200,1.706900,0.000500,0.000800,0.004700,0.005600,0.000700,0.000900,0.963400,1.120800,0.000600,0.001100,0,0,80,360
100000,2,8,true,true,1,3,1.567100,1.653800,0.000900,0.001400,0.006400,0.009600,0.001000,0.001200,2.908800,3.031600,0.001400,0.002000,0,0,80,360
100000,2,8,true,true,1000,1,1.615700,1.898100,0.000500,0.001800,0.336200,0.364000,0.021700,0.028100,1.017100,1.455000,0.000600,0.001800,0,0,10000,45000
