scenario,mode,flights,baseline_runs,baseline_us,baseline_min_us,baseline_max_us,direct_runs,direct_us,direct_min_us,direct_max_us,direct_change_percent,snapshot_control_sweep_us,direct_full_sweep_us,baseline_input_wait_us_mean,baseline_e2e_us_median,baseline_e2e_us_p95,baseline_e2e_us_p99,baseline_payload_bytes_mean,baseline_local_transforms_mean,baseline_direct_transforms_mean,direct_input_wait_us_mean,direct_e2e_us_median,direct_e2e_us_p95,direct_e2e_us_p99,direct_payload_bytes_mean,direct_local_transforms_mean,direct_direct_transforms_mean
reparent_all,threaded,3,3,2296.4576171875,2210.8548828125,2502.8552734375,3,2200.8994140625,2092.183984375,2602.29765625,-4.161113290739992,1862.5033203125,2541.31171875,0.0,2411.6,4670.4,5423.7,640000.0,10000.0,0.0,586.5390625,2161.8500000000004,2804.1,3068.9,0.0,0.0,10000.0
reparent_subtrees,single,1,3,93.73046875,86.754296875,101.7083984375,3,87.640625,77.4794921875,108.2421875,-6.4971869139404,80.355078125,297.6490234375,0.0,72.9,195.5,286.1,6400.0,100.0,0.0,0.886328125,81.0,110.7,167.2,0.0,0.0,100.0
reparent_subtrees,threaded,1,3,101.198828125,99.526171875,107.82734375,3,91.9287109375,87.6923828125,114.6212890625,-9.160300923692144,94.4748046875,305.5314453125,0.0,79.6,194.3,281.5,6400.0,100.0,0.0,12.201171875,84.2,111.9,138.0,0.0,0.0,100.0
reparent_subtrees,single,2,3,92.8228515625,90.4453125,97.794140625,3,80.9607421875,78.3421875,106.8166015625,-12.77929860516399,78.10390625,310.8296875,0.0,74.4,184.2,262.4,6400.0,100.0,0.0,0.862109375,72.7,127.2,185.0,0.0,0.0,100.0
reparent_subtrees,threaded,2,3,50.534765625,49.731640625,52.3974609375,3,51.0453125,50.928515625,61.6306640625,1.0102883998484913,45.1583984375,245.2744140625,0.0,82.15,190.4,270.8,6400.0,100.0,0.0,15.557421875,80.8,130.4,165.2,0.0,0.0,100.0
reparent_subtrees,single,3,3,97.37890625,89.6671875,99.403515625,3,82.817578125,76.5896484375,114.5166015625,-14.953267279072568,76.096484375,299.0404296875,0.0,82.6,182.3,267.1,6400.0,100.0,0.0,0.7763671875,74.7,121.8,157.3,0.0,0.0,100.0
reparent_subtrees,threaded,3,3,48.6314453125,47.8642578125,49.2849609375,3,52.1689453125,46.434765625,178.840625,7.274100075102519,43.9146484375,246.4544921875,0.0,121.4,188.8,261.5,6400.0,100.0,0.0,17.6037109375,79.5,141.1,166.7,0.0,0.0,100.0
chain_16_mixed,single,1,3,392.9140625,390.8333984375,404.1216796875,3,385.653125,329.822265625,532.656640625,-1.8479708905811965,332.919921875,420.029296875,0.0,333.55,772.0,1033.3,48000.0,1000.0,0.0,10.2671875,327.8,600.0,1063.8,0.0,0.0,1000.0
chain_16_mixed,threaded,1,3,417.84765625,412.3267578125,472.5072265625,3,378.701953125,356.5708984375,480.477734375,-9.368415148314002,354.4138671875,427.6671875,0.0,354.35,780.7,1064.5,48000.0,1000.0,0.0,65.13046875,359.65,485.2,589.8,0.0,0.0,1000.0
chain_16_mixed,single,2,3,390.523828125,384.6068359375,405.8953125,3,361.2578125,324.498828125,373.5482421875,-7.494040956607762,337.737109375,413.7783203125,0.0,343.95,742.6,988.9,48000.0,1000.0,0.0,9.00546875,330.55,476.7,591.0,0.0,0.0,1000.0
chain_16_mixed,threaded,2,3,236.094140625,198.0966796875,261.8564453125,3,214.96328125,204.23671875,228.4447265625,-8.950183735632466,180.2732421875,254.2625,0.0,386.45,743.2,1105.9,48000.0,1000.0,0.0,58.7923828125,338.15,450.8,535.7,0.0,0.0,1000.0
chain_16_mixed,single,3,3,410.2447265625,388.537109375,428.6544921875,3,397.0728515625,324.9703125,399.7,-3.2107359698122284,340.425390625,403.3447265625,0.0,361.6,817.3,994.3,48000.0,1000.0,0.0,10.1931640625,361.25,527.5,611.0,0.0,0.0,1000.0
chain_16_mixed,threaded,3,3,198.3291015625,193.534375,204.671875,3,224.846484375,202.7216796875,225.0369140625,13.370394260644346,177.7064453125,279.0322265625,0.0,520.95,762.9,989.6,48000.0,1000.0,0.0,61.010546875,348.4,475.1,571.6,0.0,0.0,1000.0
mixed,single,1,3,99.3302734375,91.0068359375,99.5603515625,3,75.36484375,70.5494140625,91.4013671875,-24.12701471377644,71.8873046875,314.353515625,0.0,52.8,117.2,1291.4,26130.0,403.375,0.0,3.1375,39.2,83.7,1015.6,6768.0,0.0,413.375
mixed,threaded,1,3,98.0994140625,97.8763671875,107.6615234375,3,80.1884765625,75.3849609375,91.019140625,-18.25794544357705,76.217578125,276.2712890625,0.0,47.0,153.7,1236.8,26130.0,403.375,0.0,26.892578125,46.5,95.2,973.2,6768.0,0.0,413.375
mixed,single,2,3,102.8630859375,88.048828125,110.8732421875,3,81.4646484375,65.744140625,87.1296875,-20.80283447164104,79.167578125,263.36640625,0.0,53.9,152.9,1392.4,26130.0,403.375,0.0,3.3716796875,43.6,76.6,1049.0,6768.0,0.0,413.375
mixed,threaded,2,3,81.1025390625,77.908984375,167.211328125,3,81.705078125,78.3357421875,87.5646484375,0.7429348938578384,64.4607421875,223.066796875,0.0,49.7,432.4,1252.8,26130.0,403.375,0.0,28.4791015625,47.349999999999994,99.5,1175.0,6768.0,0.0,413.375
mixed,single,3,3,97.7919921875,97.55703125,102.8626953125,3,77.676171875,68.6166015625,95.953515625,-20.570007689311865,90.759375,265.0162109375,0.0,50.25,144.7,1336.5,26130.0,403.375,0.0,2.9908203125,42.25,92.5,921.1,6768.0,0.0,413.375
mixed,threaded,3,3,79.099609375,74.7953125,97.1498046875,3,81.448046875,77.52578125,87.2896484375,2.9689621965974577,78.8541015625,232.413671875,0.0,46.4,504.7,1334.1,26130.0,403.375,0.0,30.565625,46.7,99.8,1084.0,6768.0,0.0,413.375
level_walkthrough,single,1,3,39.957421875,38.2712890625,40.2490234375,3,31.3623046875,28.4744140625,36.741015625,-21.510690090037254,39.312890625,1937.8421875,0.0,32.9,65.3,85.3,9936.0,101.0,0.0,1.4486328125,27.6,45.0,57.1,5088.0,0.0,101.0
level_walkthrough,threaded,1,3,50.5833984375,46.8810546875,51.1091796875,3,36.97421875,36.3296875,46.853515625,-26.904439218956945,44.8001953125,2028.901171875,0.0,38.349999999999994,88.8,121.6,9936.0,101.0,0.0,14.5388671875,31.8,43.8,78.2,5088.0,0.0,101.0
level_walkthrough,single,2,3,39.823046875,38.18046875,45.4166015625,3,29.1501953125,28.0615234375,31.050390625,-26.80069055489618,53.6876953125,2011.96484375,0.0,36.4,65.4,95.2,9936.0,101.0,0.0,1.4427734375,25.8,42.8,55.8,5088.0,0.0,101.0
level_walkthrough,threaded,2,3,24.5337890625,23.0658203125,25.759375,3,25.5849609375,24.86796875,29.0228515625,4.284588378591403,22.3107421875,2003.228125,0.0,36.2,89.1,117.8,9936.0,101.0,0.0,13.4380859375,30.7,46.0,88.0,5088.0,0.0,101.0
level_walkthrough,single,3,3,38.618359375,38.50703125,41.4390625,3,33.7466796875,29.2955078125,39.5388671875,-12.614931774273487,43.421484375,1934.92265625,0.0,34.0,66.8,93.8,9936.0,101.0,0.0,1.5185546875,30.4,47.2,60.7,5088.0,0.0,101.0
level_walkthrough,threaded,3,3,21.559375,20.9494140625,21.7091796875,3,25.32890625,24.228515625,25.37578125,17.484418031598793,19.1482421875,1943.0875,0.0,34.150000000000006,73.0,137.1,9936.0,101.0,0.0,13.06640625,30.1,41.3,66.7,5088.0,0.0,101.0
level_firefight,single,1,3,290.876953125,286.5279296875,295.3583984375,3,241.1306640625,230.8794921875,251.7458984375,-17.102176204768714,257.3537109375,2693.955859375,0.0,176.05,1148.7,1861.0,59972.0,1008.0,0.0,13.065234375,154.95,1060.5,1338.0,11588.0,0.0,1020.5
level_firefight,threaded,1,3,300.094921875,288.3328125,301.2662109375,3,247.5611328125,237.9234375,290.5474609375,-17.50572410031722,258.0734375,2687.8703125,0.0,187.35,1236.8,1449.0,59972.0,1008.0,0.0,72.7892578125,169.9,1099.3,1207.4,11588.0,0.0,1020.5
level_firefight,single,2,3,316.1228515625,275.4138671875,320.3640625,3,237.3791015625,235.053125,242.3017578125,-24.909224249621108,286.7759765625,2809.15859375,0.0,196.3,1234.9,1800.4,59972.0,1008.0,0.0,12.797265625,156.3,1037.8,1227.9,11588.0,0.0,1020.5
level_firefight,threaded,2,3,199.63046875,196.62578125,216.0712890625,3,198.3185546875,191.20625,201.0107421875,-0.6571712578318456,186.182421875,2571.9125,0.0,191.39999999999998,1183.4,2010.2,59972.0,1008.0,0.0,71.8056640625,170.75,1092.2,1183.1,11588.0,0.0,1020.5
level_firefight,single,3,3,294.9455078125,280.8201171875,298.455078125,3,240.46875,232.3908203125,253.033984375,-18.4701093488535,334.0783203125,2528.5603515625,0.0,180.6,1164.4,1854.4,59972.0,1008.0,0.0,13.1365234375,155.2,1026.3,1225.2,11588.0,0.0,1020.5
level_firefight,threaded,3,3,180.153125,178.5513671875,192.8873046875,3,198.2640625,189.732421875,224.8732421875,10.05307984527053,180.154296875,2480.387109375,0.0,203.60000000000002,1177.3,1713.5,59972.0,1008.0,0.0,72.47578125,170.8,1088.7,1198.3,11588.0,0.0,1020.5
open_world_streaming,single,1,3,99.2515625,95.7552734375,102.4568359375,3,100.2185546875,78.2564453125,116.171484375,0.974284095023692,89.510546875,584.0111328125,0.0,27.9,488.6,1030.3,22736.0,202.0,0.0,1.9177734375,24.1,610.4,859.1,13040.0,0.0,264.5
open_world_streaming,threaded,1,3,112.2716796875,107.3220703125,126.6873046875,3,119.1205078125,96.026171875,129.646875,6.100227719103524,147.946875,616.080078125,0.0,32.6,525.3,968.8,22736.0,202.0,0.0,28.91796875,35.95,647.3,792.0,13040.0,0.0,264.5
open_world_streaming,single,2,3,101.2724609375,94.5263671875,104.38046875,3,94.4494140625,80.866796875,99.4716796875,-6.737317146080635,132.5765625,535.3451171875,0.0,28.2,520.3,982.8,22736.0,202.0,0.0,1.769140625,26.200000000000003,557.5,683.9,13040.0,0.0,264.5
open_world_streaming,threaded,2,3,95.7310546875,91.584375,120.801171875,3,99.753125,87.3552734375,120.869140625,4.201426930508023,89.4912109375,505.898046875,0.0,32.3,532.7,1114.5,22736.0,202.0,0.0,29.4955078125,34.4,618.0,769.1,13040.0,0.0,264.5
open_world_streaming,single,3,3,103.109375,101.9875,106.1302734375,3,85.9791015625,82.559765625,110.1861328125,-16.6136914684043,85.290234375,505.13828125,0.0,29.0,521.2,1106.3,22736.0,202.0,0.0,1.703125,23.6,473.7,668.0,13040.0,0.0,264.5
open_world_streaming,threaded,3,3,97.6697265625,91.995703125,101.97421875,3,91.28828125,88.7283203125,116.2326171875,-6.533698349627759,86.9802734375,529.14609375,0.0,43.5,552.7,1027.1,22736.0,202.0,0.0,28.1380859375,31.55,533.3,692.7,13040.0,0.0,264.5
crowd_animation,single,1,3,98.205859375,95.2943359375,99.62734375,3,92.6189453125,89.748828125,98.146484375,-5.688982407013333,103.9443359375,101.3111328125,0.0,88.2,147.7,184.1,33312.0,668.0,0.0,4.70390625,83.4,116.2,146.9,1248.0,0.0,668.0
crowd_animation,threaded,1,3,113.03359375,106.942578125,116.959765625,3,106.3095703125,103.6794921875,117.328125,-5.94869473262235,123.9765625,115.1783203125,0.0,96.4,166.3,217.0,33312.0,668.0,0.0,33.80546875,96.5,136.5,185.2,1248.0,0.0,668.0
crowd_animation,single,2,3,99.805078125,98.1685546875,102.433203125,3,92.0265625,90.279296875,95.0927734375,-7.793707265333594,101.6005859375,98.095703125,0.0,94.1,144.6,191.5,33312.0,668.0,0.0,4.5572265625,83.0,112.5,157.4,1248.0,0.0,668.0
crowd_animation,threaded,2,3,59.5146484375,55.8791015625,61.92421875,3,73.206640625,72.3662109375,80.4376953125,23.006087655678265,57.9994140625,75.7603515625,0.0,105.2,164.2,194.2,33312.0,668.0,0.0,34.068359375,95.9,117.8,155.4,1248.0,0.0,668.0
crowd_animation,single,3,3,103.756640625,99.4564453125,103.8720703125,3,90.7568359375,90.7185546875,94.189453125,-12.529130289100475,102.67734375,102.774609375,0.0,97.0,143.0,175.6,33312.0,668.0,0.0,4.553515625,83.0,111.3,155.1,1248.0,0.0,668.0
crowd_animation,threaded,3,3,53.598828125,53.0833984375,58.0294921875,3,73.1990234375,69.576953125,82.7404296875,36.56832807387056,52.8859375,73.7703125,0.0,145.9,209.3,287.0,33312.0,668.0,0.0,33.125,95.9,123.1,168.4,1248.0,0.0,668.0
cinematic_lights,single,1,3,104.159765625,98.5646484375,107.4818359375,3,60.9314453125,59.167578125,72.9828125,-41.501937003326475,71.1408203125,266.3736328125,0.0,92.9,168.0,230.1,42336.0,456.0,0.0,1.8662109375,54.8,77.4,100.6,20448.0,0.0,456.0
cinematic_lights,threaded,1,3,112.51484375,108.7935546875,121.9771484375,3,72.95234375,71.8505859375,93.6451171875,-35.162027232517936,87.0734375,237.8798828125,0.0,91.6,178.7,244.6,42336.0,456.0,0.0,24.7654296875,65.0,86.7,136.5,20448.0,0.0,456.0
cinematic_lights,single,2,3,98.1482421875,97.7291015625,100.505078125,3,61.487109375,59.9955078125,74.8123046875,-37.3528165104205,73.6248046875,234.0177734375,0.0,85.6,158.9,208.0,42336.0,456.0,0.0,2.0810546875,55.3,86.6,116.4,20448.0,0.0,456.0
cinematic_lights,threaded,2,3,70.3953125,65.9380859375,79.0919921875,3,43.8265625,42.93203125,55.453125,-37.74221472487959,41.3724609375,218.730078125,0.0,112.2,215.1,281.3,42336.0,456.0,0.0,21.0677734375,60.25,76.5,131.7,20448.0,0.0,456.0
cinematic_lights,single,3,3,101.41875,99.4919921875,133.876953125,3,61.6625,59.64296875,71.8615234375,-39.20009860109693,72.4615234375,309.9876953125,0.0,88.85,162.0,205.1,42336.0,456.0,0.0,2.078125,55.2,86.5,121.0,20448.0,0.0,456.0
cinematic_lights,threaded,3,3,67.4208984375,64.7044921875,76.85,3,46.2666015625,44.98671875,76.9193359375,-31.37646837294862,36.73046875,227.47109375,0.0,170.9,300.2,459.8,42336.0,456.0,0.0,22.7580078125,61.1,91.5,141.9,20448.0,0.0,456.0
editor_idle,single,1,3,0.962109375,0.9521484375,0.9884765625,3,0.95859375,0.8916015625,1.0912109375,-0.3654080389768555,0.9412109375,367.2072265625,0.0,0.8,1.3,1.5,48.0,1.0,0.0,0.0828125,0.7,1.2,1.3,0.0,0.0,1.0
editor_idle,threaded,1,3,1.802734375,1.491015625,1.8072265625,3,1.5615234375,1.5263671875,1.737109375,-13.38028169014085,1.6185546875,376.28203125,0.0,1.3,1.8,1.9,48.0,1.0,0.0,0.785546875,1.2,1.7,1.8,0.0,0.0,1.0
editor_idle,single,2,3,0.9736328125,0.8767578125,1.02734375,3,0.9208984375,0.897265625,1.006640625,-5.4162487462387165,0.945703125,368.9607421875,0.0,0.8,1.4,1.4,48.0,1.0,0.0,0.086328125,0.7,1.2,1.3,0.0,0.0,1.0
editor_idle,threaded,2,3,1.009765625,1.00234375,1.733984375,3,1.5548828125,1.5251953125,1.848828125,53.98452611218569,1.0029296875,383.927734375,0.0,1.3,1.8,2.0,48.0,1.0,0.0,0.7744140625,1.2,1.7,1.8,0.0,0.0,1.0
editor_idle,single,3,3,0.93828125,0.8953125,1.0587890625,3,0.906640625,0.86953125,0.9111328125,-3.372189841798501,1.0361328125,355.9951171875,0.0,0.8,1.3,1.4,48.0,1.0,0.0,0.083203125,0.7,1.2,1.3,0.0,0.0,1.0
editor_idle,threaded,3,3,1.0052734375,0.9060546875,1.0890625,3,1.51875,1.4974609375,1.5728515625,51.07829803769186,1.017578125,365.662109375,0.0,1.4,2.0,2.3,48.0,1.0,0.0,0.753125,1.2,1.7,1.8,0.0,0.0,1.0
