scenario,mode,flights,baseline_runs,baseline_us,baseline_min_us,baseline_max_us,direct_runs,direct_us,direct_min_us,direct_max_us,direct_change_percent,snapshot_control_sweep_us,direct_full_sweep_us,baseline_input_wait_us_mean,baseline_e2e_us_median,baseline_e2e_us_p95,baseline_e2e_us_p99,baseline_payload_bytes_mean,baseline_local_transforms_mean,baseline_direct_transforms_mean,direct_input_wait_us_mean,direct_e2e_us_median,direct_e2e_us_p95,direct_e2e_us_p99,direct_payload_bytes_mean,direct_local_transforms_mean,direct_direct_transforms_mean
rebind_ready,single,2,3,16.3244140625,13.24140625,17.0380859375,3,13.66484375,12.505859375,15.228125,-16.291980234742354,13.14765625,13.2705078125,0.0,12.1,36.8,63.1,8800.0,0.0,0.0,0.018750000000000003,12.1,18.2,34.8,8800.0,0.0,0.0
rebind_ready,threaded,2,3,7.608203125,7.3654296875,9.9078125,3,9.65,9.3802734375,15.56796875,26.836781845253377,10.58984375,9.8556640625,0.0,10.4,14.7,21.8,8800.0,0.0,0.0,0.0185546875,14.3,16.8,28.0,8800.0,0.0,0.0
rebind_ready,single,3,3,15.3982421875,12.790234375,16.4548828125,3,13.933984375,12.5345703125,23.89609375,-9.509253034665587,12.7974609375,13.841796875,0.0,13.5,29.2,44.1,8800.0,0.0,0.0,0.0177734375,12.1,19.1,31.2,8800.0,0.0,0.0
rebind_ready,threaded,3,3,11.1732421875,11.0484375,13.473828125,3,9.6818359375,9.5630859375,12.3279296875,-13.348016851084644,9.810546875,10.3861328125,0.0,13.7,30.6,39.2,8800.0,0.0,0.0,0.016992187500000002,14.5,20.4,36.5,8800.0,0.0,0.0
light_1_clean,single,1,3,0.3869140625,0.381640625,0.3951171875,3,0.435546875,0.4025390625,0.4525390625,12.569409389197371,0.4537109375,0.4025390625,0.0,0.3,0.3,0.4,0.0,0.0,0.0,0.0154296875,0.3,0.3,0.3,0.0,0.0,0.0
light_1_clean,threaded,1,3,1.00234375,0.9119140625,1.8228515625,3,0.9771484375,0.9150390625,1.9494140625,-2.5136399064692228,1.0158203125,1.3236328125,0.0,0.7,0.7,0.8,0.0,0.0,0.0,0.016796875,0.6,0.7,0.8,0.0,0.0,0.0
light_1_clean,single,2,3,0.3951171875,0.37421875,0.423046875,3,0.4072265625,0.402734375,0.4529296875,3.064755313890255,0.60234375,0.53046875,0.0,0.3,0.3,0.4,0.0,0.0,0.0,0.0150390625,0.3,0.3,0.3,0.0,0.0,0.0
light_1_clean,threaded,2,3,0.6728515625,0.6203125,0.7662109375,3,0.6640625,0.647265625,0.6701171875,-1.3062409288824406,0.7171875,0.691015625,0.0,0.7,0.9,0.9,0.0,0.0,0.0,0.013671875,0.7,0.8,0.8,0.0,0.0,0.0
light_1_clean,single,3,3,0.396875,0.389453125,0.4560546875,3,0.4197265625,0.41953125,0.519921875,5.757874015748032,0.4537109375,0.4537109375,0.0,0.3,0.3,0.4,0.0,0.0,0.0,0.0150390625,0.3,0.3,0.3,0.0,0.0,0.0
light_1_clean,threaded,3,3,0.6328125,0.619921875,0.67265625,3,0.6205078125,0.61875,0.6771484375,-1.9444444444444486,0.6396484375,0.646484375,0.0,0.7,0.8,1.1,0.0,0.0,0.0,0.0146484375,0.7,0.8,0.8,0.0,0.0,0.0
light_1_one,single,1,3,0.8037109375,0.7615234375,0.8474609375,3,0.6833984375,0.6560546875,0.728125,-14.969623329283122,0.82578125,0.678125,0.0,0.7,0.8,0.8,96.0,1.0,0.0,0.024609375000000003,0.5,0.6,0.6,48.0,0.0,1.0
light_1_one,threaded,1,3,1.40390625,1.3939453125,1.419140625,3,1.3517578125,1.3392578125,1.569140625,-3.7145242070116824,1.3208984375,1.3486328125,0.0,1.0,1.1,1.2,96.0,1.0,0.0,0.504296875,1.1,1.2,1.2,48.0,0.0,1.0
light_1_one,single,2,3,0.7919921875,0.764453125,0.8173828125,3,0.698046875,0.69453125,0.8115234375,-11.86189889025895,0.6927734375,0.6630859375,0.0,0.7,0.7,0.8,96.0,1.0,0.0,0.027734375000000002,0.5,0.6,0.6,48.0,0.0,1.0
light_1_one,threaded,2,3,0.72265625,0.6974609375,0.731640625,3,1.2419921875,1.1419921875,1.2685546875,71.86486486486486,0.8201171875,1.7517578125,0.0,1.2,1.3,1.3,96.0,1.0,0.0,0.514453125,1.1,1.2,1.2,48.0,0.0,1.0
light_1_one,single,3,3,0.7771484375,0.7728515625,0.8404296875,3,0.6923828125,0.6564453125,0.8220703125,-10.90726313144006,0.655859375,0.6634765625,0.0,0.7,0.7,0.7,96.0,1.0,0.0,0.023828125000000002,0.5,0.6,0.6,48.0,0.0,1.0
light_1_one,threaded,3,3,0.6931640625,0.6751953125,1.15546875,3,1.2529296875,1.196875,1.28828125,80.75514229360385,0.80625,1.411328125,0.0,1.1,1.3,1.4,96.0,1.0,0.0,0.5171875,1.1,1.2,1.2,48.0,0.0,1.0
light_1_all,single,1,3,0.78515625,0.769140625,1.1638671875,3,0.692578125,0.6578125,0.7294921875,-11.791044776119397,0.810546875,0.6916015625,0.0,0.7,0.7,0.8,96.0,1.0,0.0,0.024804687500000002,0.5,0.6,0.6,48.0,0.0,1.0
light_1_all,threaded,1,3,1.5421875,1.403125,1.6029296875,3,1.24609375,1.2431640625,1.3451171875,-19.199594731509627,1.263671875,1.3193359375,0.0,1.1,1.1,6.2,96.0,1.0,0.0,0.51640625,1.0,1.1,1.1,48.0,0.0,1.0
light_1_all,single,2,3,0.7908203125,0.761328125,0.815625,3,0.687890625,0.6623046875,0.691796875,-13.01555939738207,0.660546875,0.668359375,0.0,0.7,0.7,0.7,96.0,1.0,0.0,0.0271484375,0.5,0.6,0.6,48.0,0.0,1.0
light_1_all,threaded,2,3,0.7541015625,0.7294921875,0.9458984375,3,1.2251953125,1.1841796875,1.387890625,62.47086247086244,0.812109375,1.3994140625,0.0,1.2,1.3,1.4,96.0,1.0,0.0,0.5080078125,1.1,1.2,1.2,48.0,0.0,1.0
light_1_all,single,3,3,0.7634765625,0.7296875,0.9123046875,3,0.7212890625,0.6705078125,0.8228515625,-5.525709900230225,0.6544921875,0.679296875,0.0,0.7,0.7,0.7,96.0,1.0,0.0,0.028125,0.5,0.6,0.6,48.0,0.0,1.0
light_1_all,threaded,3,3,0.844140625,0.7099609375,0.918359375,3,1.2751953125,1.239453125,1.3015625,51.06432207311429,0.82578125,1.5029296875,0.0,1.1,1.3,13.6,96.0,1.0,0.0,0.5400390625,1.1,1.2,1.2,48.0,0.0,1.0
light_16_clean,single,1,3,0.44453125,0.38515625,0.462109375,3,0.441015625,0.4291015625,0.5646484375,-0.79086115992969,0.4328125,0.445703125,0.0,0.3,0.3,0.4,0.0,0.0,0.0,0.01640625,0.3,0.3,0.4,0.0,0.0,0.0
light_16_clean,threaded,1,3,0.9669921875,0.896484375,0.991015625,3,0.9376953125,0.8806640625,0.963671875,-3.029690971520904,0.9642578125,1.0302734375,0.0,0.7,0.7,0.7,0.0,0.0,0.0,0.014843750000000001,0.6,0.7,0.8,0.0,0.0,0.0
light_16_clean,single,2,3,0.3873046875,0.3853515625,0.484375,3,0.433984375,0.3990234375,0.4861328125,12.052445789208255,0.430078125,0.4080078125,0.0,0.3,0.3,0.4,0.0,0.0,0.0,0.013671875,0.3,0.3,0.3,0.0,0.0,0.0
light_16_clean,threaded,2,3,0.6259765625,0.5755859375,0.8953125,3,0.6251953125,0.6181640625,0.7734375,-0.12480499219967855,0.63984375,0.6775390625,0.0,0.7,0.8,0.9,0.0,0.0,0.0,0.014453125,0.7,0.8,0.8,0.0,0.0,0.0
light_16_clean,single,3,3,0.3876953125,0.383984375,0.40546875,3,0.417578125,0.3994140625,0.422265625,7.707808564231744,0.4076171875,0.484375,0.0,0.3,0.3,0.4,0.0,0.0,0.0,0.0154296875,0.3,0.3,0.3,0.0,0.0,0.0
light_16_clean,threaded,3,3,0.6359375,0.6123046875,0.65390625,3,0.633984375,0.591015625,0.717578125,-0.30712530712531105,0.795703125,0.659765625,0.0,0.7,0.8,0.8,0.0,0.0,0.0,0.016992187500000002,0.7,0.8,0.8,0.0,0.0,0.0
light_16_one,single,1,3,0.9640625,0.9435546875,1.298828125,3,0.8529296875,0.815234375,1.0685546875,-11.527552674230158,0.9185546875,2.0654296875,0.0,0.9,0.9,1.0,1296.0,1.0,0.0,0.0244140625,0.7,0.8,0.8,1248.0,0.0,1.0
light_16_one,threaded,1,3,1.704296875,1.6255859375,2.26484375,3,1.8216796875,1.5466796875,1.878515625,6.8874627549851075,1.53671875,3.526171875,0.0,1.3,1.4,1.5,1296.0,1.0,0.0,0.536328125,1.3,1.4,8.5,1248.0,0.0,1.0
light_16_one,single,2,3,0.9568359375,0.9240234375,1.161328125,3,0.921875,0.8115234375,1.034375,-3.653806899367218,0.828515625,1.9896484375,0.0,0.9,0.9,1.0,1296.0,1.0,0.0,0.025,0.7,0.8,0.9,1248.0,0.0,1.0
light_16_one,threaded,2,3,0.9265625,0.82890625,1.176953125,3,1.2783203125,1.2173828125,1.428515625,37.96374367622259,0.8505859375,1.828125,0.0,1.4,1.5,2.1,1296.0,1.0,0.0,0.4783203125,1.3,1.4,1.5,1248.0,0.0,1.0
light_16_one,single,3,3,0.9685546875,0.928515625,1.3380859375,3,0.9244140625,0.9171875,1.0744140625,-4.557370437588215,0.8357421875,2.0048828125,0.0,0.9,0.9,1.0,1296.0,1.0,0.0,0.0244140625,0.7,0.8,1.3,1248.0,0.0,1.0
light_16_one,threaded,3,3,0.7595703125,0.7142578125,1.4333984375,3,1.4654296875,1.3791015625,1.51328125,92.92877346361533,0.8833984375,1.80078125,0.0,2.0,2.2,2.3,1296.0,1.0,0.0,0.5251953125,1.4,1.8,1.9,1248.0,0.0,1.0
light_16_all,single,1,3,4.61953125,4.5314453125,4.6607421875,3,2.9919921875,2.9435546875,3.29453125,-35.2316928800947,2.9841796875,3.2720703125,0.0,4.4,4.5,5.0,2016.0,16.0,0.0,0.0794921875,2.8,2.9,3.2,1248.0,0.0,16.0
light_16_all,threaded,1,3,5.8298828125,5.5458984375,6.873828125,3,4.44375,4.2337890625,5.1283203125,-23.776340915943596,3.801171875,4.155859375,0.0,4.9,5.3,17.8,2016.0,16.0,0.0,1.0828125,3.8,4.7,12.1,1248.0,0.0,16.0
light_16_all,single,2,3,5.446484375,4.719921875,5.73671875,3,3.1943359375,2.9138671875,3.4060546875,-41.3504984580076,3.00703125,2.9408203125,0.0,4.4,9.3,20.2,2016.0,16.0,0.0,0.07890625000000001,2.8,2.9,4.2,1248.0,0.0,16.0
light_16_all,threaded,2,3,3.8302734375,3.531640625,4.112890625,3,2.861328125,2.8455078125,3.0490234375,-25.297027178624244,1.962109375,2.6384765625,0.0,6.6,7.9,20.7,2016.0,16.0,0.0,1.11640625,3.9,4.1,6.7,1248.0,0.0,16.0
light_16_all,single,3,3,5.0638671875,4.2935546875,5.4330078125,3,3.0509765625,3.033984375,3.5111328125,-39.75006749720369,3.00078125,3.7525390625,0.0,4.4,5.2,17.3,2016.0,16.0,0.0,0.07382812500000001,2.8,2.9,5.6,1248.0,0.0,16.0
light_16_all,threaded,3,3,3.4154296875,3.3134765625,6.8951171875,3,3.059765625,2.6302734375,4.9791015625,-10.413449991422208,2.015234375,2.6697265625,0.0,9.9,10.1,10.8,2016.0,16.0,0.0,1.1845703125,3.7,4.0,7.5,1248.0,0.0,16.0
light_64_clean,single,1,3,0.4130859375,0.3630859375,0.7212890625,3,0.407421875,0.396875,0.4216796875,-1.3711583924349902,0.6591796875,0.3869140625,0.0,0.3,0.4,0.4,0.0,0.0,0.0,0.015234375000000001,0.3,0.3,0.4,0.0,0.0,0.0
light_64_clean,threaded,1,3,0.967578125,0.9375,1.0013671875,3,0.9822265625,0.9689453125,1.6416015625,1.5139281388776737,0.9923828125,0.9265625,0.0,0.6,0.7,0.7,0.0,0.0,0.0,0.0158203125,0.7,0.8,0.8,0.0,0.0,0.0
light_64_clean,single,2,3,0.3677734375,0.3541015625,0.387109375,3,0.4201171875,0.405078125,0.450390625,14.232607541157716,0.3994140625,0.3955078125,0.0,0.3,0.3,0.4,0.0,0.0,0.0,0.016015625000000002,0.3,0.3,0.3,0.0,0.0,0.0
light_64_clean,threaded,2,3,0.830859375,0.65,0.8423828125,3,0.6681640625,0.6361328125,0.8396484375,-19.581570286788896,0.660546875,0.613671875,0.0,0.7,0.8,9.9,0.0,0.0,0.0,0.014843750000000001,0.7,0.8,0.8,0.0,0.0,0.0
light_64_clean,single,3,3,0.37890625,0.369921875,0.40234375,3,0.4025390625,0.39375,0.4125,6.237113402061856,0.39375,0.4001953125,0.0,0.3,0.3,0.4,0.0,0.0,0.0,0.0150390625,0.3,0.3,0.3,0.0,0.0,0.0
light_64_clean,threaded,3,3,0.6025390625,0.5509765625,0.7037109375,3,0.701953125,0.62578125,0.8232421875,16.499189627228517,0.65078125,0.634765625,0.0,0.7,0.8,0.8,0.0,0.0,0.0,0.015625,0.7,0.8,0.9,0.0,0.0,0.0
light_64_one,single,1,3,1.462890625,1.326953125,1.60078125,3,1.3939453125,1.319921875,1.5828125,-4.712950600801058,1.2275390625,5.9314453125,0.0,1.3,1.3,1.4,5136.0,1.0,0.0,0.028710937500000002,1.2,1.6,1.9,5088.0,0.0,1.0
light_64_one,threaded,1,3,2.64765625,2.2197265625,3.5623046875,3,2.3556640625,2.2033203125,2.8826171875,-11.02832694010033,2.123046875,10.830078125,0.0,2.0,2.3,14.8,5136.0,1.0,0.0,0.5287109375,2.0,2.1,2.2,5088.0,0.0,1.0
light_64_one,single,2,3,1.5013671875,1.3876953125,1.5486328125,3,1.3447265625,1.2990234375,1.4705078125,-10.433198907246,1.3509765625,6.40625,0.0,1.3,1.4,2.3,5136.0,1.0,0.0,0.030664062500000002,1.2,1.3,1.3,5088.0,0.0,1.0
light_64_one,threaded,2,3,1.3048828125,1.194140625,1.3921875,3,1.6634765625,1.5013671875,1.802734375,27.480916030534353,1.3587890625,6.4328125,0.0,2.1,2.3,3.0,5136.0,1.0,0.0,0.5138671875,2.1,2.2,17.1,5088.0,0.0,1.0
light_64_one,single,3,3,1.4466796875,1.3859375,1.622265625,3,1.2919921875,1.25546875,1.3822265625,-10.69258809234509,1.242578125,6.3802734375,0.0,1.4,1.4,1.4,5136.0,1.0,0.0,0.0291015625,1.2,1.2,1.2,5088.0,0.0,1.0
light_64_one,threaded,3,3,1.2873046875,1.2115234375,1.3142578125,3,1.50546875,1.4392578125,1.54609375,16.947352450311026,1.0712890625,6.2798828125,0.0,3.4,3.7,5.5,5136.0,1.0,0.0,0.5431640625,2.0,2.2,2.4,5088.0,0.0,1.0
light_64_all,single,1,3,17.4171875,16.9798828125,18.29921875,3,10.9060546875,10.33984375,11.1310546875,-37.38337669328071,10.674609375,10.380859375,0.0,15.6,29.5,43.9,8160.0,64.0,0.0,0.12617187500000002,9.8,16.0,25.6,5088.0,0.0,64.0
light_64_all,threaded,1,3,26.71015625,26.0353515625,29.630078125,3,19.196875,18.1974609375,20.6181640625,-28.128930357717397,18.5548828125,19.33828125,0.0,19.3,40.7,73.9,8160.0,64.0,0.0,5.3142578125,13.8,29.1,45.5,5088.0,0.0,64.0
light_64_all,single,2,3,18.0130859375,17.368359375,18.0380859375,3,10.7666015625,10.1923828125,11.3447265625,-40.2290001843278,11.3677734375,10.1693359375,0.0,16.1,25.0,45.4,8160.0,64.0,0.0,0.13984375000000002,9.9,12.0,24.4,5088.0,0.0,64.0
light_64_all,threaded,2,3,14.66015625,13.38984375,16.2681640625,3,7.7359375,7.6716796875,8.3201171875,-47.231548094857445,6.8623046875,8.648828125,0.0,23.9,29.7,51.1,8160.0,64.0,0.0,3.4171875,12.1,12.7,14.3,5088.0,0.0,64.0
light_64_all,single,3,3,19.0607421875,16.447265625,22.3474609375,3,11.3158203125,10.11796875,11.4513671875,-40.632845241876815,10.9330078125,11.048828125,0.0,15.9,25.1,43.2,8160.0,64.0,0.0,0.1517578125,9.9,13.8,26.8,5088.0,0.0,64.0
light_64_all,threaded,3,3,15.8921875,15.0732421875,16.06328125,3,7.69921875,7.538671875,8.5349609375,-51.55343624029103,6.6859375,7.4056640625,0.0,36.9,66.0,87.7,8160.0,64.0,0.0,3.3486328125,12.0,12.7,14.7,5088.0,0.0,64.0
light_256_clean,single,1,3,0.366796875,0.3609375,0.3900390625,3,0.4220703125,0.405078125,0.4751953125,15.069222577209796,0.4009765625,0.3880859375,0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.014453125,0.3,0.3,0.4,0.0,0.0,0.0
light_256_clean,threaded,1,3,1.0158203125,0.946484375,1.0529296875,3,0.9642578125,0.9365234375,1.034765625,-5.075946933282072,1.013671875,0.941796875,0.0,0.6,0.7,0.7,0.0,0.0,0.0,0.015234375000000001,0.7,0.8,0.8,0.0,0.0,0.0
light_256_clean,single,2,3,0.3681640625,0.3642578125,0.39609375,3,0.41328125,0.404296875,0.4212890625,12.254641909814312,0.4197265625,0.6107421875,0.0,0.3,0.3,0.4,0.0,0.0,0.0,0.0158203125,0.3,0.3,0.4,0.0,0.0,0.0
light_256_clean,threaded,2,3,0.6322265625,0.5578125,0.6373046875,3,0.7146484375,0.6763671875,0.7521484375,13.036762434352788,0.8392578125,0.8294921875,0.0,0.7,0.8,0.8,0.0,0.0,0.0,0.0146484375,0.7,0.8,0.9,0.0,0.0,0.0
light_256_clean,single,3,3,0.396875,0.376953125,0.48359375,3,0.4091796875,0.394921875,0.430078125,3.100393700787407,0.38984375,0.396875,0.0,0.3,0.4,0.4,0.0,0.0,0.0,0.014843750000000001,0.3,0.3,0.4,0.0,0.0,0.0
light_256_clean,threaded,3,3,0.6248046875,0.5671875,0.670703125,3,0.6119140625,0.603515625,0.6611328125,-2.063144732728972,0.64296875,0.6826171875,0.0,0.7,0.8,0.8,0.0,0.0,0.0,0.0140625,0.7,0.8,0.8,0.0,0.0,0.0
light_256_one,single,1,3,3.61796875,3.328515625,4.3193359375,3,3.3671875,3.1267578125,3.38515625,-6.931548261714537,3.0791015625,22.8029296875,0.0,3.3,4.0,4.5,20496.0,1.0,0.0,0.0376953125,3.0,3.1,3.4,20448.0,0.0,1.0
light_256_one,threaded,1,3,4.4009765625,4.16015625,4.565625,3,4.3767578125,4.168359375,4.74453125,-0.5503039985798597,4.5013671875,28.8041015625,0.0,3.9,4.1,8.1,20496.0,1.0,0.0,0.5458984375,3.8,4.0,6.5,20448.0,0.0,1.0
light_256_one,single,2,3,4.232421875,3.2607421875,5.320703125,3,3.155859375,3.0486328125,3.689453125,-25.436086755883714,3.1111328125,22.7158203125,0.0,3.9,5.4,6.3,20496.0,1.0,0.0,0.03671875,3.0,3.1,3.1,20448.0,0.0,1.0
light_256_one,threaded,2,3,3.15078125,2.924609375,3.336328125,3,2.771484375,2.5935546875,3.3009765625,-12.038184973964794,2.5326171875,24.6177734375,0.0,5.1,5.7,20.3,20496.0,1.0,0.0,1.41015625,4.5,4.7,9.9,20448.0,0.0,1.0
light_256_one,single,3,3,3.6041015625,3.23203125,4.30859375,3,3.1603515625,3.03203125,3.531640625,-12.312361133690997,3.2697265625,23.0123046875,0.0,3.2,3.6,3.7,20496.0,1.0,0.0,0.045312500000000006,2.9,3.0,3.1,20448.0,0.0,1.0
light_256_one,threaded,3,3,3.36796875,2.911328125,3.7564453125,3,2.8779296875,2.7228515625,2.8998046875,-14.549988401762937,2.50859375,23.801171875,0.0,8.3,22.5,37.7,20496.0,1.0,0.0,1.4513671875,4.6,5.5,9.7,20448.0,0.0,1.0
light_256_all,single,1,3,70.9779296875,68.3994140625,72.6326171875,3,39.815625,37.884375,42.9671875,-43.90421758524189,40.5263671875,41.2009765625,0.0,63.4,113.9,168.1,32736.0,256.0,0.0,0.5833984375,36.5,53.5,71.2,20448.0,0.0,256.0
light_256_all,threaded,1,3,78.391015625,77.8705078125,80.7388671875,3,49.269140625,48.3181640625,51.337109375,-37.14950593230052,49.819140625,48.576171875,0.0,64.8,115.4,168.5,32736.0,256.0,0.0,12.928515625,42.2,56.4,77.9,20448.0,0.0,256.0
light_256_all,single,2,3,68.7728515625,68.471484375,69.84921875,3,39.8806640625,38.6580078125,41.0509765625,-42.01103610447663,42.522265625,39.1841796875,0.0,61.5,100.0,138.2,32736.0,256.0,0.0,0.5529296875,37.0,54.2,72.3,20448.0,0.0,256.0
light_256_all,threaded,2,3,55.5724609375,54.915625,57.14921875,3,31.5734375,28.63828125,32.4595703125,-43.18510109618987,28.47890625,29.7857421875,0.0,95.4,159.8,200.0,32736.0,256.0,0.0,16.455859375,44.1,69.4,104.1,20448.0,0.0,256.0
light_256_all,single,3,3,69.6388671875,68.62265625,72.4333984375,3,39.85546875,38.0296875,39.881640625,-42.768355719097684,41.940234375,38.015625,0.0,59.8,107.1,138.8,32736.0,256.0,0.0,0.5771484375,36.3,51.0,69.3,20448.0,0.0,256.0
light_256_all,threaded,3,3,55.7779296875,54.3609375,56.115234375,3,31.8994140625,29.0455078125,34.2447265625,-42.80997118175801,26.881640625,31.299609375,0.0,144.7,215.9,311.7,32736.0,256.0,0.0,17.1408203125,43.5,76.4,105.8,20448.0,0.0,256.0
churn_10,single,1,3,42.481640625,41.0982421875,44.261328125,3,27.212890625,26.0669921875,30.6529296875,-35.94199700238154,28.048046875,236.1607421875,0.0,36.0,70.2,118.7,1680.0,0.0,0.0,0.044921875,25.9,39.1,55.8,1680.0,0.0,10.0
churn_10,threaded,1,3,42.2451171875,41.4791015625,48.4701171875,3,32.0828125,28.5251953125,35.740625,-24.05557225086109,34.91953125,232.0865234375,0.0,36.4,80.5,112.8,1680.0,0.0,0.0,4.6640625,30.4,41.5,69.3,1680.0,0.0,10.0
churn_10,single,2,3,40.455859375,36.6880859375,44.7765625,3,28.000390625,22.8880859375,31.3845703125,-30.787799202448664,28.0060546875,219.9490234375,0.0,35.0,65.9,102.5,1680.0,0.0,0.0,0.044140625,26.4,30.6,50.0,1680.0,0.0,10.0
churn_10,threaded,2,3,38.2251953125,34.483984375,39.7328125,3,35.5544921875,27.9744140625,36.1810546875,-6.9867612268985635,32.2048828125,197.15546875,0.0,37.95,83.1,123.9,1680.0,0.0,0.0,5.331640625,32.1,49.5,64.4,1680.0,0.0,10.0
churn_10,single,3,3,38.965234375,37.30546875,41.1328125,3,30.1041015625,24.109765625,42.3177734375,-22.741125402251615,31.5828125,238.03046875,0.0,33.7,63.1,100.1,1680.0,0.0,0.0,0.044335937500000006,28.4,34.7,59.7,1680.0,0.0,10.0
churn_10,threaded,3,3,37.0787109375,36.0267578125,42.3818359375,3,40.8779296875,36.1091796875,49.2375,10.246361467107047,26.661328125,199.3109375,0.0,36.9,88.6,117.1,1680.0,0.0,0.0,9.048828125,34.4,69.5,97.2,1680.0,0.0,10.0
burst_replace_10pct,single,1,3,22.4494140625,18.087890625,28.57734375,3,21.6625,21.4427734375,44.7921875,-3.505276620179043,20.4142578125,29.098828125,0.0,0.3,0.5,633.8,5250.0,0.0,0.0,0.23671875,0.3,0.6,670.5,5250.0,0.0,31.25
burst_replace_10pct,threaded,1,3,28.6427734375,26.665625,35.637109375,3,27.700390625,23.7125,38.437109375,-3.290124172354769,23.941796875,32.4732421875,0.0,0.6,6.1,868.1,5250.0,0.0,0.0,4.679296875,0.7,5.6,798.8,5250.0,0.0,31.25
burst_replace_10pct,single,2,3,27.2505859375,23.937109375,33.9435546875,3,24.6322265625,19.4197265625,28.4888671875,-9.608451653132445,19.2625,29.4533203125,0.0,0.3,0.6,857.4,5250.0,0.0,0.0,0.24453125,0.3,0.5,730.3,5250.0,0.0,31.25
burst_replace_10pct,threaded,2,3,27.4541015625,26.4048828125,27.7642578125,3,30.4466796875,23.183984375,31.551953125,10.90029523707894,24.0916015625,34.2796875,0.0,0.7,124.0,767.2,5250.0,0.0,0.0,4.7666015625,0.7,31.2,974.8,5250.0,0.0,31.25
burst_replace_10pct,single,3,3,24.73046875,23.5037109375,27.6951171875,3,21.0986328125,20.43203125,23.779296875,-14.685673669246569,19.5,29.790234375,0.0,0.3,0.5,719.2,5250.0,0.0,0.0,0.224609375,0.3,0.5,638.6,5250.0,0.0,31.25
burst_replace_10pct,threaded,3,3,31.0669921875,25.2818359375,35.0296875,3,22.0140625,21.8505859375,26.6734375,-29.140026278895782,25.518359375,41.8220703125,0.0,0.8,149.5,855.7,5250.0,0.0,0.0,4.486328125,0.7,5.1,673.6,5250.0,0.0,31.25
reparent,single,1,3,34.3734375,25.56875,36.32265625,3,22.2541015625,21.51796875,31.344140625,-35.25785262966499,23.5943359375,468.38984375,0.0,24.8,70.9,101.1,6400.0,100.0,0.0,0.47402343750000003,20.8,23.4,46.8,0.0,0.0,100.0
reparent,threaded,1,3,43.5966796875,43.03046875,55.8287109375,3,29.169140625,28.67109375,39.2802734375,-33.09320610174047,31.9345703125,472.2185546875,0.0,30.85,83.6,117.4,6400.0,100.0,0.0,11.3400390625,26.1,34.4,80.5,0.0,0.0,100.0
reparent,single,2,3,27.352734375,26.6294921875,39.33203125,3,27.2251953125,22.85546875,32.5076171875,-0.4662753666652475,24.3919921875,452.141015625,0.0,22.3,52.1,87.7,6400.0,100.0,0.0,0.5681640625,20.5,52.2,72.8,0.0,0.0,100.0
reparent,threaded,2,3,19.8505859375,16.6654296875,25.8541015625,3,34.81328125,29.377734375,41.66640625,75.37659270920452,18.0587890625,429.737890625,0.0,24.7,57.4,93.6,6400.0,100.0,0.0,13.1560546875,32.349999999999994,58.9,94.1,0.0,0.0,100.0
reparent,single,3,3,28.7556640625,27.303125,32.5263671875,3,31.4908203125,24.080859375,36.221484375,9.511713045663562,23.4189453125,469.20859375,0.0,23.2,56.4,92.0,6400.0,100.0,0.0,0.6888671875,27.55,47.2,67.7,0.0,0.0,100.0
reparent,threaded,3,3,21.0171875,20.9595703125,25.5634765625,3,27.590234375,27.1427734375,36.9298828125,31.27462642182739,17.2572265625,423.2947265625,0.0,25.9,84.1,110.2,6400.0,100.0,0.0,11.3125,26.1,37.6,72.9,0.0,0.0,100.0
reparent_all,single,1,3,3103.2419921875,2915.1759765625,3565.758203125,3,2484.8642578125,2255.0595703125,2676.7625,-19.926829294389016,2379.8384765625,2712.7166015625,0.0,2921.45,4848.3,5576.9,640000.0,10000.0,0.0,74.5892578125,2123.55,3966.6,5040.0,0.0,0.0,10000.0
reparent_all,threaded,1,3,3031.478515625,2903.7009765625,3100.8763671875,3,2643.4208984375,2146.67890625,2724.3306640625,-12.800935754198939,2342.4337890625,2566.8345703125,0.0,2621.3,4923.8,5608.6,640000.0,10000.0,0.0,618.4041015625,2419.9,3874.0,5666.6,0.0,0.0,10000.0
reparent_all,single,2,3,2900.9033203125,2835.191015625,3128.95234375,3,2454.7076171875,2394.081640625,2666.520703125,-15.381267621043415,2328.9138671875,2542.6353515625,0.0,2430.45,4778.9,5971.6,640000.0,10000.0,0.0,78.53671875,2222.55,3396.7,4991.0,0.0,0.0,10000.0
reparent_all,threaded,2,3,2285.6021484375,2253.012109375,2302.91796875,3,2557.8224609375,2141.3548828125,3068.037890625,11.910222988112661,1819.4224609375,2338.8037109375,0.0,2423.2,4531.6,5102.1,640000.0,10000.0,0.0,618.2384765625,2383.8,4012.7,5038.2,0.0,0.0,10000.0
reparent_all,single,3,3,2870.08203125,2778.9291015625,3045.9220703125,3,2179.28984375,2139.329296875,3205.1185546875,-24.068726258640805,2390.851171875,2900.7732421875,0.0,2405.5,4752.0,5826.6,640000.0,10000.0,0.0,69.69453125,2048.0,2479.6,2792.1,0.0,0.0,10000.0
